benchmark name,inst_per_warp,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,sysmem_read_transactions,sysmem_write_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_read_throughput,sysmem_write_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,tex_cache_transactions,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,dram_utilization,sysmem_utilization,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_pipe_busy,shared_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,l2_atomic_throughput,l2_atomic_transactions,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,nvlink_total_data_transmitted,nvlink_total_data_received,nvlink_user_data_transmitted,nvlink_user_data_received,nvlink_overhead_data_transmitted,nvlink_overhead_data_received,nvlink_total_nratom_data_transmitted,nvlink_user_nratom_data_transmitted,nvlink_total_ratom_data_transmitted,nvlink_user_ratom_data_transmitted,nvlink_total_write_data_transmitted,nvlink_user_write_data_transmitted,nvlink_transmit_throughput,nvlink_receive_throughput,nvlink_total_response_data_received,nvlink_user_response_data_received,flop_count_hp,flop_count_hp_add,flop_count_hp_mul,flop_count_hp_fma,inst_fp_16,ipc,issued_ipc,issue_slot_utilization,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,shared_utilization,l2_utilization,tex_utilization,ldst_fu_utilization,cf_fu_utilization,tex_fu_utilization,special_fu_utilization,half_precision_fu_utilization,single_precision_fu_utilization,double_precision_fu_utilization,flop_hp_efficiency,flop_sp_efficiency,flop_dp_efficiency,sysmem_read_utilization,sysmem_write_utilization,pcie_total_data_transmitted,pcie_total_data_received,inst_executed_global_loads,inst_executed_local_loads,inst_executed_shared_loads,inst_executed_surface_loads,inst_executed_global_stores,inst_executed_local_stores,inst_executed_shared_stores,inst_executed_surface_stores,inst_executed_global_atomics,inst_executed_global_reductions,inst_executed_surface_atomics,inst_executed_surface_reductions,inst_executed_shared_atomics,inst_executed_tex_ops,l2_global_load_bytes,l2_local_load_bytes,l2_surface_load_bytes,dram_read_bytes,dram_write_bytes,l2_local_global_store_bytes,l2_global_reduction_bytes,l2_global_atomic_store_bytes,l2_surface_store_bytes,l2_surface_reduction_bytes,l2_surface_atomic_store_bytes,global_load_requests,local_load_requests,surface_load_requests,global_store_requests,local_store_requests,surface_store_requests,global_atomic_requests,global_reduction_requests,surface_atomic_requests,surface_reduction_requests,sysmem_read_bytes,sysmem_write_bytes,l2_tex_hit_rate,texture_load_requests,unique_warps_launched
huffman,1183.312500,1.0,1.0,0.97360642,0.058914,17.641602,17.641602,0.000000,0.000000,16.062500,14.905518,226024,388152,0,0,393218,71308,0,5,36448,75353,928,15907,0.86766705,0.0,541.106668,542.163518,541.106668,549.561462,0.0,0.9090909100000001,1.0,1.0,296.988278,244.910069,541.106668,541.106668,549.561462,676.383369,604.517622,0.000000,43.733716,0.000000,0.000000,1459.630991,849.954747,1.0,1.0,98304,0,0,0,0,0,0,0,0,0,2774016,2784147,1,1,0.12047957000000001,0.23446323,0.7101029400000001,0.00065193,0.39809549,0.45409796999999996,0.33721797000000003,0.01163559,0.47281805,0,0,37868440,0,13369344,12526568,14105576,0,2199437,486400,486400,718844,817152,3584,7.132812,30.176476,14336,36352,0.025826440000000003,0.02194519,71308,576,384,0,0,1.0,1.0,0,0,0,0,0,0,157.442090,104.961302,0,0,0,0,0,0,0,1.301644,1.311312,0.51803087,0.8507440599999999,0.834865,1.676719,3,1,1,3,2,1,0,0,4,0,0.0,0.0,0.0,0,1,512,512,24576,0,146432,0,11264,0,86016,0,0,896,0,0,16384,0,1163264,0,0,29696,509024,2281856,229376,0,0,0,0,98304,0,0,11260,0,0,0,3584,0,0,0,160,1.0,0,8192
hybridsort,10851.175781,1.0,1.0,0.99896454,0.017933,3.433289,2.548068,0.000000,0.000000,16.000244,31.896637,133592,258992,2978,2978,1310722,1045189,0,5,370486,1481548,735389,867964,0.15685471,0.0,173.295328,216.485534,211.261856,216.485534,0.009899940000000001,0.9651544599999999,0.39991335,0.99610895,216.508623,203.239370,349.382172,216.485534,216.485534,216.653755,279.895506,0.000000,990.483398,793.343232,793.343232,245.350106,125.604834,1.0,1.0,2492416,0,0,0,0,17831921,2103295,7340025,1048576,1048575,2777901,2778811,7,1,0.09999522000000001,0.31879392,0.9188520800000001,0.02740239,0.013977219999999999,0.13645253999999998,0.042062920000000004,0.03972165,0.31195271,12589052,0,33421324,1048576,5533082,15538697,21086208,0,2737331,264663,264663,2843663,556815,8192,4.000000,3.906375,32768,371737,0.20636536,0.017837719999999998,1045189,576,384,0,0,1.0,1.0,0,0,0,0,0,0,32.449630,21.633067,0,0,0,0,0,0,0,0.657681,0.660245,0.33012250000000004,0.9530758500000001,0.779826,1.097845,1,2,2,2,2,4,1,0,2,0,0.0,0.01470623,0.0,0,1,384,256,81920,0,99338,0,40960,0,53765,0,0,2048,0,0,0,295168,9666560,95324,0,23532448,27774856,33446048,524288,0,0,0,0,327680,2978,0,174269,2978,0,0,8192,0,0,0,160,0.6642968100000001,2361344,40960
kmeans,1300.934595,1.0,0.99994542,0.95933545,0.002719,0.000000,0.000000,0.000000,0.000000,15.542106,4.371208,0,0,0,0,8398410,2362048,0,5,16789263,2746494,16421237,2341535,0.00063876,0.0,38.034439,38.034439,304.275510,42.789013,0.0,0.47371459,0.06755615,0.13133645,455.521153,42.417416,927.874041,488.479974,42.789013,488.515651,49.753336,0.000000,230.342773,0.000000,0.000000,0.000000,0.000000,0.125,0.9999918999999999,21119355,0,0,0,0,251950200,83983400,83983400,0,0,20148875,20160304,7,1,0.00514517,0.10053235,0.7801587000000001,0.13282591,0.0,0.41706710999999996,0.00032843,9.371000000000001e-05,0.0,170436900,0,215411872,0,20753628,168954840,42987720,0,19122900,3782702,3782702,23929397,5403797,0,0.000000,0.000000,0,16788565,0.010535870000000001,0.00139876,2362048,576,384,0,0,1.0,1.0,0,0,0,0,0,0,829.239258,552.825195,0,0,0,0,0,0,0,0.412155,0.412556,0.19566116,0.96136577,0.961361,0.475592,0,2,5,1,1,5,0,0,2,0,0.0,0.03870821,0.0,0,1,401,69,540365,0,0,0,540365,0,0,0,0,0,0,0,0,2640069,537241184,0,0,525479584,74929120,75585536,0,0,0,0,0,2099602,0,0,2099602,0,0,0,0,0,0,0,160,0.06718587000000001,21119355,15488
lavaMD,90353.528000,1.0,0.7842166500000001,0.7450232200000001,0.000027,2.013245,3.022270,0.000000,0.000000,13.501865,12.500000,542848,26693632,0,0,14496898,4390400,0,5,2565289,4390429,69176,76246,0.73181263,0.0,29.274268,12.585618,109.694489,50.342474,0.0,0.53385255,0.9616520199999999,0.9999931700000001,812.242786,895.256497,41.557125,29.440979,50.342474,29.414858,50.342806,0.000000,60.116211,0.000000,0.000000,1224.328957,24.898243,0.26687090999999996,0.25,3624224,256000,128000,0,128000,6805120000,1536640000,1756160000,1756160000,439040000,361414112,361424109,1,1,0.02222149,0.10901266,0.00792944,2.442e-05,0.027257120000000003,0.76910667,6.426e-05,0.01564414,0.08609409,6585600000,256000,593180960,441491200,131178880,378593824,486080160,0,329617029,5663712,5663712,18743200,15582016,0,0.000000,0.000000,0,2567567,3.8999999999999997e-07,0.048739420000000006,4390400,576,384,0,0,1.0,1.0,0,0,0,0,0,0,216.420898,144.280273,0,0,0,0,0,0,0,1.915074,1.918485,0.87482445,0.87348145,0.879809,4.413207,2,1,1,1,1,1,3,0,9,1,0.0,0.24607071000000003,1.851e-05,0,1,0,0,1073696,0,13259008,0,351232,0,179616,0,0,0,0,0,0,0,82119136,0,0,2213632,2439872,140492800,0,0,0,0,0,3624224,0,0,1141504,0,0,0,0,0,0,0,160,0.9858573300000001,0,4000
leukocyte,896334.426111,1.0,0.9967864299999999,0.9710238800000001,0.000146,0.883080,0.724231,0.000000,0.000000,16.015279,29.333333,1396227,6661464,0,0,10213338,140096,0,5,13079264,140109,2,39,0.99038875,0.0,13.326893,305.580129,16.212233,378.837325,0.0,0.99216616,1.0,1.0,13.206055,932.611328,1454.058436,759.244605,378.837325,758.657931,379.182206,0.000000,503.104492,0.000000,0.000000,139.831587,29.308371,0.82204695,0.8237999899999999,55070400,424119116,0,201961484,20196148,4944747265,1071762231,1511774226,849436580,281500549,322680393,322687642,1,1,0.16244273,0.47628971,0.19171417999999998,7.3e-07,0.13694739,0.6762562099999999,0.0003609,0.06393088,0.95995245,4199193479,222157632,2520186747,508728117,1297747554,657194300,942662875,0,279273785,45359288,45359288,70109864,22539528,0,0.000000,0.000000,0,13089324,0.00010185,0.13274663,140096,586,391,0,0,1.0,1.0,0,0,0,0,0,0,432.017578,288.011719,0,0,0,0,0,0,0,1.618365,1.611478,0.68785831,0.9088043100000001,0.853216,3.460916,1,3,6,2,3,7,2,0,6,1,0.0,0.19085205,0.01398798,0,1,1155,80,637724,0,7543445,0,4776,0,1927877,0,0,0,0,0,0,7509600,950067,0,0,76,1259,4483072,0,0,0,0,0,2550454,0,0,17512,0,0,0,0,0,0,0,160,1.0,55070400,4776
lud,2944.000000,1.0,1.0,1.0,0.033146,1.798450,2.417722,0.000000,0.000000,16.008780,4.000000,1528,15872,0,0,31746,2645,0,5,7708,2658,0,216,0.01865079,0.0,69.387007,48.889838,69.387007,48.889838,0.0,0.50699405,1.0,1.0,0.000000,100.957536,69.387007,66.626448,48.889838,80.435457,70.075457,0.000000,44.765531,0.000000,0.000000,555.096056,46.258004,1.0,1.0,7936,0,0,0,0,698368,21162,338602,0,2048,50922,52454,1,1,0.48713684999999995,0.61234905,0.16826402999999998,0.0,0.11726449,0.09650057000000001,0.22566049,0.01338197,0.42307692,359765,0,550229,0,21162,571392,126976,0,42534,661,661,29098,21824,0,0.000000,0.000000,0,7620,0.01467744,0.03692282,2645,576,384,0,0,1.0,1.0,0,0,0,0,0,0,161.156639,107.437666,0,0,0,0,0,0,0,0.620506,0.650826,0.26398823,0.14680292,0.203194,1.037869,1,1,1,2,1,2,1,0,2,0,0.0,0.011548000000000001,0.0,0,1,214,121,1984,0,13226,0,661,0,1322,0,0,0,0,0,0,0,243848,0,0,0,6913,84650,0,0,0,0,0,7936,0,0,2645,0,0,0,0,0,0,0,160,1.0,0,661
myocyte,4629.401163,1.0,0.03365999,0.03198742,0.005142,0.000000,0.000000,0.000000,0.000000,4.018868,1.000000,0,0,0,0,426,94,0,5,1919,107,0,10,0.8396226400000001,0.0,10.646882,9.441571,85.175235,75.532752,0.0,0.445,1.0,1.0,0.000000,8.035382,85.175235,13.660157,75.532752,1.505963,85.978775,0.000000,4.017675,0.000000,0.000000,0.000000,0.000000,0.125,0.125,106,5391,956,1995,444,2509,533,824,326,219,9258,9306,0,1,0.39896263,0.46722484999999997,0.00413442,0.0006998600000000001,0.0,0.07062454,0.03714502,0.02067596,0.0,2362,3414,943,425,496,200,1635,0,8850,505,505,204,204,0,0.000000,0.000000,0,17,0.00049485,3.788e-05,94,576,384,0,0,1.0,1.0,0,0,0,0,0,0,14.463697,9.642457,0,0,0,0,0,0,0,0.115841,0.121541,0.05779724,0.02280037,0.015625,0.133415,0,1,1,1,1,1,1,0,1,1,0.0,5.58e-06,2.392e-05,0,1,190,77,106,0,0,0,94,0,0,0,0,0,0,0,0,0,544,0,0,0,320,3008,0,0,0,0,0,106,0,0,94,0,0,0,0,0,0,0,160,1.0,0,2
nn,38.859375,1.0,0.9996768899999999,0.97408907,0.061698,0.000000,0.000000,0.000000,0.000000,15.994764,3.998504,0,0,0,0,42770,5346,0,5,10787,5359,0,24,0.5,0.0,98.122147,49.061073,196.244294,49.065662,0.0,0.49998441,1.0,1.0,0.000000,230.929026,98.131325,98.122147,49.065662,99.003236,49.184976,0.000000,46.991138,0.000000,0.000000,0.000000,0.000000,0.5,0.99990647,10692,0,0,0,0,513168,128292,128292,128292,42764,52227,55281,1,1,0.09558037999999999,0.16324552,0.35435533999999996,0.0,0.0,0.12166979,0.22266949,0.00474222,0.0,427640,0,643168,0,171300,128292,257560,0,52607,6692,6692,20070,8043,0,0.000000,0.000000,0,10691,0.01860884,0.01912842,5346,576,384,0,0,1.0,1.0,0,0,0,0,0,0,169.168859,112.779141,0,0,0,0,0,0,0,0.678039,0.735521,0.34984687999999997,0.18628177,0.308814,1.088791,0,1,1,1,1,2,1,0,3,0,0.0,0.00955027,0.0,0,1,73,219,2674,0,0,0,1337,0,0,0,0,0,0,0,0,0,342112,0,0,0,786,171072,0,0,0,0,0,10692,0,0,5346,0,0,0,0,0,0,0,160,1.0,0,1344
nw,746.000000,1.0,0.39946381000000003,0.38559885,0.009415,3.250000,3.100000,0.000000,0.000000,7.793970,2.875000,9997,29347,0,0,9548,2967,0,5,5078,2999,4197,5608,0.01515152,0.0,6.909421,6.120456,12.623441,8.798156,0.0,0.36206897,0.30805282,0.74118308,12.447291,16.585061,7.076778,12.432177,8.798156,15.053535,8.894751,0.000000,15.182432,0.000000,0.000000,348.100954,118.583842,0.54734848,0.69565217,2386,0,0,0,0,0,0,0,0,0,47988,48193,1,1,0.0783819,0.35000728000000003,0.18032124,0.00010687,0.26651223,0.06200758000000001,0.06623187999999999,0.0010744700000000001,0.09349385,0,0,191113,0,65016,187953,148480,0,43796,6063,6063,21220,21220,0,0.000000,0.000000,0,4192,0.0029729699999999997,0.00016516,2967,576,384,0,0,1.0,1.0,0,0,0,0,0,0,54.657003,36.437971,0,0,0,0,0,0,0,0.065324,0.065795,0.02976775,0.5810276799999999,0.021312,0.059543,1,1,1,1,1,1,0,0,1,0,0.0,0.0,0.0,0,1,186,81,1225,0,9030,0,1032,0,3225,0,0,0,0,0,0,0,134160,0,0,134323,179470,94944,0,0,0,0,0,2386,0,0,2064,0,0,0,0,0,0,0,160,0.48754823999999997,0,64
particlefilter,44004.621875,1.0,0.99434061,0.97429267,0.097657,1.000000,2.000000,0.000000,3.993610,31.846109,29.058689,2066,1540,0,2500,49811218,710020,0,5,921994,766066,51204,171555,0.98130097,0.0,172.964975,230.227322,461.659441,460.493014,0.0015296499999999998,0.99449622,1.0,1.0,541.981047,334.465666,846.549583,675.847952,460.493014,678.434942,460.892055,0.000000,648.493164,0.000000,316.649382,780.224082,9.822540,0.37465924,1.0,12452804,180172117,47184656,61134650,10718159,1480000,0,740000,0,2170930,14081479,14082437,1,1,0.126494,0.2502724,0.54484496,0.006195030000000001,0.9156759099999999,0.15088943,0.55284022,0.10023283,0.88255685,5855367,119103765,248883613,9110000,49779250,49798770,32970919,0,14082124,3127928,3127928,6232682,1566336,0,0.000000,0.000000,0,921686,0.0017433000000000001,0.07499888,712520,576,384,0,0,1.0,1.0,0,0,0,0,0,0,565.776367,377.183594,0,0,0,0,0,0,0,1.227714,1.217217,0.57368184,0.3371262,0.249988,2.223069,1,1,2,1,1,3,1,0,3,6,0.0,0.00058455,0.14232311,0,1,544,113,1564110,0,5780,0,24434,626,3513,0,0,0,0,0,0,0,29486677,0,0,1638556,5489783,22800640,0,0,0,0,0,6226402,0,0,106270,2500,0,0,0,0,0,0,160,1.0,0,320
pathfinder,725.185313,1.0,0.99829597,0.94072954,0.005307,0.998188,0.998164,0.000000,0.000000,15.314583,4.237168,146420,292840,0,0,1179928,15666,0,5,292659,15686,247924,63922,0.17904831999999998,0.0,206.748955,9.107723,259.858638,11.414527,0.0,0.49720661,0.15248691,0.52376553,180.642245,46.575251,214.928856,213.162499,11.414527,213.236589,11.429099,0.000000,3.730499,0.000000,0.000000,853.473792,426.736896,0.79627355,0.79798052,294981,0,0,0,0,0,0,0,0,0,2686086,2698890,4,1,0.031416599999999996,0.08563955999999999,0.44928249000000003,0.0,0.16862928,0.23746033,0.00974077,0.00560917,0.9198285900000001,0,0,42936684,0,2465382,19992664,15466406,0,2388757,154079,154079,1048714,968212,0,0.000000,0.000000,0,292557,3.245e-05,0.01218936,15666,576,384,0,0,1.0,1.0,0,0,0,0,0,0,13.429860,8.953232,0,0,0,0,0,0,0,1.112636,1.125046,0.49782649999999995,0.75333659,0.794926,1.603335,2,1,1,4,1,2,0,0,4,0,0.0,0.0,0.0,0,1,263,58,77043,0,293350,0,3697,0,146678,0,0,0,0,0,0,0,9361861,0,0,7933585,2045527,501312,0,0,0,0,0,294981,0,0,12939,0,0,0,0,0,0,0,160,0.17135592,0,3704
srad_v1,327.865903,1.0,0.9999891399999999,0.9583557899999999,0.046212,0.830462,0.839003,0.000000,0.000000,16.000278,4.000000,49908,85863,0,0,1149602,143700,0,5,212558,143744,163139,142296,0.5965418,0.0,398.397194,300.585193,438.517810,726.979370,0.0,0.6986277900000001,0.99996521,1.0,250.411603,186.904954,441.145651,324.886638,726.979370,326.267520,751.109440,0.000000,26.774762,0.000000,0.000000,540.644349,314.250354,0.9999826,0.9999826,287400,3678656,229916,1609412,229916,8047060,2299160,2299160,1149580,689748,2033490,2041911,5,1,0.08052754000000001,0.16971726,0.47012367,0.06452371,0.24467943000000003,0.6703646500000001,0.12622852,0.00994314,0.22620578,11495800,2069244,27362398,2529076,5978300,3218824,7589164,0,1811988,287415,287415,416760,324976,0,0.000000,0.000000,0,211658,0.11527906,0.02292831,143700,576,384,0,0,1.0,1.0,0,0,0,0,0,0,96.389580,64.259664,0,0,0,0,0,0,0,1.503090,1.509831,0.6699056400000001,0.74482905,0.807432,2.474134,1,2,2,3,2,6,2,0,6,1,0.0,0.034089999999999995,0.031168,0,1,512,112,71850,0,129865,0,35925,0,71925,0,0,0,0,0,0,0,6753419,0,0,5220465,4553484,4598400,0,0,0,0,0,287400,0,0,143700,0,0,0,0,0,0,0,160,0.9999826,0,7200
srad_v2,241.218750,0.96,0.97650286,0.8919436000000001,0.001307,1.375000,1.000000,0.000000,0.000000,16.000012,4.000000,230789,270336,0,0,4210690,655360,0,5,860111,655380,786303,661899,0.30006015,0.0,360.202320,269.545266,384.558399,269.545266,0.0,0.60635761,0.5289646299999999,0.98486328,328.833622,272.234714,440.229436,359.439101,269.545266,359.700059,269.553492,0.000000,2.141180,0.000000,0.000000,444.749689,379.688003,0.93666481,1.0,1052672,16777216,1048576,7340032,1048576,83886080,13631488,32505856,5242880,5242880,7904256,7913510,6,1,0.06325469,0.062238829999999995,0.67562493,0.0012513399999999999,0.11683829,0.44577974,0.00664524,0.00716892,0.8988764,63963136,9437184,62091264,7340032,21729280,27394048,33649873,0,6820950,1187840,1187840,2140160,1310720,0,0.000000,0.000000,0,859487,0.02234294,0.01759568,655360,576,384,0,0,1.0,1.0,0,0,0,0,0,0,7.708283,5.138851,0,0,0,0,0,0,0,1.535891,1.537412,0.6625956700000001,0.9190081999999999,0.937081,2.349085,1,2,2,2,2,3,1,0,5,1,0.0,0.11703039999999999,0.04681216,0,1,256,0,327680,0,196608,0,163840,0,231424,0,0,0,0,0,0,0,27506000,0,0,25161712,21180768,20971520,0,0,0,0,0,1052672,0,0,655360,0,0,0,0,0,0,0,160,0.50864047,0,32768
streamcluster,2581.702343,0.9621883699999999,0.99377093,0.99152701,0.000783,0.000000,0.000000,0.000000,0.000000,16.017685,4.562896,0,0,0,0,17024241,27735,0,5,2356440,29066,2180817,75764,0.17231238000000001,0.0,353.901356,1.384557,457.345118,4.457212,0.0,0.6374432,0.07509546,0.98121994,350.461671,12.175554,683.957092,378.264811,4.457212,378.684512,4.671029,0.000000,842.535156,0.000000,0.000000,0.000000,0.000000,0.77381955,0.31523914999999997,4256059,0,0,0,0,50528256,16908288,16777216,65536,0,5287326,5291435,6,1,0.00594372,0.27204369,0.20866232,0.02161562,0.0,0.48400806,0.00263127,0.00136564,0.0,33816576,0,88539136,0,1258741,33947648,10198753,0,4234691,53212,53212,4274822,1075056,0,0.000000,0.000000,0,2353828,0.0009731900000000001,0.00275649,27735,576,384,0,0,1.0,1.0,0,0,0,0,0,0,2.962052,1.974700,0,0,0,0,0,0,0,0.484059,0.484742,0.19396687,0.7768499900000001,0.562396,0.486051,0,2,3,1,1,4,0,0,2,0,0.0,0.02807527,0.0,0,1,207,50,1062840,0,0,0,6072,0,0,0,0,0,0,0,0,0,75398639,0,0,69786171,2424474,887548,0,0,0,0,0,4247871,0,0,20806,0,0,0,0,0,0,0,160,0.08565421000000001,0,2048
